Date,Time,Location,Operator,FlightNo,Route,Type,Registration,cnIn,Aboard,Fatalities,Ground,Summary
06/01/2003,15:26,"Milan, Italy",Eurojet Italila,,Milan - Genoa - Farnborough,Gates Learjet 45,I-ERJC,45-093,2,2,0,Shortly after taking off the jet nosed into the ground. Malfunction of the trim tab system.
06/04/2003,17:41," Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,,Oiapoque - Macapa,EMB 721C Sertanejo,PT-EPH,,5,5,0,Forty miles into it flight the aircraft crashed into the Amazon forest. The aircraft was not certified for IFR flight. Heavy cloud cover existed along the flight route.
06/11/2003,12:15,"Belo Horizonte, Brazil",Astro Air Taxi,,,Embraer 820C Navajo,PT-EHH,,4,4,0,"After takeoff, the pilot reported low pressure of oil  in an engine and  decided to return to the airport. The plane made a 270 degree turn in the final approach, stalled  and crashed to the ground."
06/22/2003,23:55," Brest, France",Brit Air,5672,Nantes - Brest,Canadair CRJ-100ER,F-GRJS,7377,24,1,0,"The aircraft crashed onto a road and caught fire 1 km from Brest-Guipavas Airport in France's Brittany region, killing the pilot and injuring three others. There were thunderstorms in the area with 800 meters visibility at the time the accident took place."
06/25/2003,15:50,"Anchor Point, USA",Hallo Bay Air - Air Taxi,,"Hallo Bay, AK - Homer, AK",Cessna 180H,N91303,18052039,3,3,0,"The airlpane is presumed to have collided with the ocean waters of the Cook Inlet, about 7 miles southwest of Anchor Point, Alaska. No wreckage has been located, and the airplane is presumed to be destroyed. A fatally injured passenger was located on July 3, in ocean waters  Anchor Point. An in-flight collision with water for an undetermined reason."
07/01/2003,19:57,"Belem, Brazil",Heringer Air Taxi,,,Mitsubishi MU 2B 35,PT-LFX,,4,4,0,The plane crashed on final approach to Belem Airport during a strong  thunderstorm.
07/05/2003,11:30,"Macaé, Brazil",BHS - Brazilian Helicopter Services,,,Sikorsky  S 76 A,PT-YVM,,5,5,0,"The helicopter  was landing on the helideck of the ship Toisa Mariner, when the tail rotor collided with the flagpole on the ship. The pilot lost the control and the helicopter crashed into the  sea."
07/13/2003,12:15," San Cristobal, Venezuela",Ruiban & Duran Compania Aérea,,La Carlota - San Cristobal,Let 410UVP-E,YV-1060CP,902505,10,4,0,Crashed atop a hill in Chorro del Indio National Park during a descent to San Cristobal.
08/08/2003,09:32,"Tocomita, Venezuela",Servicios Aeronauticos Sucre (SASCA),,Porlamar - Canaima,Cessna 208B Grand Caravan,YV-1069C,208B-0713,16,1,0,The pilot decided to divert to Tocomita after experiencing engine problems but crashed into trees 100 meters short of the runway.
09/11/2003,20:30," Summer Beaver, Canada",Wasaya Airways,125,Pickle Lake - Summer Beaver,Cessna 208B Grand Caravan,C-FKAB,208B-0305,8,8,0,The aircraft crashed ten kilometers northwest of Summer Beaver one hour after leaving Pickle Lake Airport. Thunderstorm activity was reported along the route.
09/27/2003,18:57,"Gaspé, Canada",Les Ailes de Gaspé Inc.,,Gaspé - Îles-de-la-Madeleine,Piper PA31-310,C-FARL,31306,3,3,0,"Cashed as it approached Gaspé in fog and low ceiling. The pilot descended to the minimum descent altitude (MDA) without being established on the localizer track, thereby placing himself in a precarious situation with respect to the approach and to obstruction clearance. On an instrument approach, the pilot continued his descent below the MDA without having the visual references required to continue the landing, and he was a victim of CFIT (controlled flight into terrain)."
10/11/2003,16:00,"Uriman, Venezuela",Transmandu,,,Antonov AN-2TP,YV-1128C,1G238-12,2,1,0,Crashed into the Caroni River shortly after taking off.
10/27/2003,08:08,"Tampico, Mexico",Aeroextra,,Tampico - Las Potrancas Ranch Airstrip,Hawker 800A,XA-ISH,258036,3,3,0,"While on approach on a positioning flight,  in poor weather, the crew decided to go-around turned left and struck a 1,600 ft. hill."
11/29/2003,08:01,"Spokane, USA",Ameriflight,1996,Seattle - Spokane,Swearingen SA227AT Merlin IVC,N439AF,AT-439B,1,1,0,"The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees."
12/16/2003,12:00,"Jellicoe, Canada",Huron Air,,,de Havilland DHC-3 Otter,C-GOFF,65,3,2,0,Crashed into Blackwater Lake shortly after taking off from a remote landing strip.
12/18/2003,22:00,"Mitu, Colombia",Líneas Aéreas Suramericanas,,El Yopal - Mitu,Douglas DC-9-15F,HK-4246X,47062,3,3,0,"While on approach to , the cargo plane obtained the authorization to descend from 23,000 to 7,000 ft. but  disappeared from radar screen when it struck a mountain. Wreckage was found 5 days later."
02/24/2004,05:50,"Cagliari, Italy",City-Jet,,Rome - Cagliari,Cessna Citation 500,OE-FAN,500-0289,6,6,0,"The aircraft was on an ambulance flight to Cagliari-Elmas Airport with 2 doctors, 2 nurses and 2 crew aboard. During its approach, the aircraft struck a mountain at 3,000 ft., a few miles from the airport."
03/01/2004,17:50,"Trefoil Island, Australia",Air taxi,,Trefoil Island - Smithton,Cessna 172G,VH-RPI,1725351,4,4,0,"While at an alitiude of 200 ft. and preparing to land the plane went into a nose up attitude, stalled and crashed. The investigation could not conclusively determine the reason for the excessive nose-up pitch and departure from controlled flight."
03/16/2004,04:01,"Tonopah, USA",Military - United States Air Force,,,Beechcraft 1900C,N27RA,UB-37,5,5,0,While on approach and during a turn the pilot suffered a sudden cardiadeath. Half way through the turn the airplane began a gradual descent until it impacted the ground. The airplane broke up and burst into flames. The pilot willfully deceived flight medical examiners and suppressed medical information and ingested inappropriate medications for a deteriorating and dangerous health condition.
03/18/2004,17:08,"Hamilton Island, Australia",Air Taxi,,Hamilton Island - Lindeman Island,Piper PA-32-300,VH-MAR,32-40920,6,6,0,Engine failure during takeoff . Cause of the engine failure could not be determined.
03/21/2004,02:20,"Pyote, USA",Air Ambulance - Med-Trans Corp.,,"Odessa, TX - Lubbock, TX",Bell 407,N502MT,53549,5,4,0,"The helicopter impacted terrain while maneuvering in reduced visibility conditions. The pilot's inadvertent encounter with adverse weather, which resulted in the pilot failing to maintain terrain clearance. Contributing factors were the dark night conditions, the pilot's inadequate preflight preparation and planning, and the pressure to complete the mission induced by the pilot as a result of the nature of the EMS mission."
05/02/2004,16:00," Milpillas, Mexico",Procuradoria General de la Republica,,Ciudad Juarez - Mexico City,Rockwell Gulfstream Jetprop 840,XC-JEH,11678,7,7,0,"The aircraft crashed and was destroyed following a loss of control while en route at cruise altitude at 23,000 ft. after encountering unfavorable weather conditions."
05/04/2004,11:00,"Chimanta mountains, Venezuela",Venezuelian Government,,Ciudad Bolívar - Uonquén,Cessna 208 Grand Caravan I,YV-O-CBL-7,208B-0926,7,7,0,"While en route, the aircraft collided with Awakapa Tepuy hill at an altitude of 7,000 feet in poor weather."
05/05/2004,13:00,"Carepa, Colombia",Aerotransportes Petroleros,,Bogota - Carepa,Swearingen SA227AC Metro III,HK-4275,AC-676,7,3,0,While on approach the plane hit the ground 300 ft. short of the runway.
05/14/2004,18:30," Manaus, Brazil",Rico Linhas Aereas,4815,Sao Paulo - Tefe - Manaus,Embraer 120ER Brasilia,PT-WRO,120070,33,33,0,"The plane dropped off radar at Manaus' Eduardo Gomes International Airport about 10 miles from the runway after it suspended landing procedures to allow another plane carrying sick people on the way to a hospital to land. The plane crashed in dense jungle, making it difficult for rescue crews to reach the wreckage."
05/25/2004,13:56," Lukla, Nepal",Yeti Airlines,117,Katmandou - Lukla,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,3,3,0,"While on approach to Lukla, the cargo plane crashed into Lamjura Hill in heavy cloud cover. Hazardous behavior and attitudes of the captain such as over-confidence, being care-free, and non-compliance of the regulations caused the accident."
06/11/2004,16:28,"Belo Horizonte, Brazil",Air taxi - Aero Air Taxi,,Belo Horizxonte - Juiz de For a,EMB 820C Navajo,PT-EHH,,4,4,0,After taking off and climbing the crew noticed oil  low pressure reading and decided to return to Belo Horizonte. After completing a turn the aircraft entered a dive and crashed and burned.
07/10/2004,09:00,"Ticonderoga, USA",Capital Airlines Inc.,,"Waterbury,CN  - Oxford, CN",Piper PA-31-350 Navajo Chieftain,N45032,31-8052199,2,2,0,"While approaching Ticonderoga airport in good weather conditions, the twin engine aircraft hit trees and crashed in a wooded areas on Old Fort Mountain 4.5 miles SW of the airport. Reason for occurrence undetermined."
08/21/2004,16:28," Maracay, Venezuela",Military - Venezuelan Air Force,,La Orchila Air Base - Maracay,Shorts 360,FAV-1652,SH3123,25,25,0,"Air trafficontrollers lost contact with the plane as it was returning from the Caribbean island of La Orchila and descending through 9,500 ft. The plane crashed in a mountainous region of northeastern Venezuela in thunderstorms. The plane was carrying a mixture of military and civilian passengers."
08/24/2004,22:59," Rostov-on-Don, Russia",Sibir Airlines,1047,Moscow - Sochi,Tupolev 154B-2,RA-85556,82A-556,46,46,0,The plane crashed 19 minutes after taking off from Moscow. It crashed almost simultaneously with a Volga-Avia Express Tupolov134 which crashed at 22:56. Detonation of an exposive device aboard.
08/24/2004,22:56," Toula, Russia",Volga-Avia Express,1303,Moscow - Volograd,Tupolev 134A-3,RA-65080,60065,41,41,0,The plane crashed 26 minutes after taking off from Moscow. Witnesses stated they saw the plane explode in midair before crashing. It crashed almost simultaneously with a Sibir Tupolov154 which crashed at 22:59. Detonation of an exposive device aboard.
09/09/2004,06:50,"Villahermosa, Mexico",Jett Paqueteria SA,,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,XA-TFD,265-10,2,2,0,On final approach the cargo flight crashed in a wooded area 3 km from the runway and was destroyed.
11/22/2004,06:15,"Houston, USA",Business Jet Services,,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3,3,0,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a by field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria."
10/15/2004,07:46," Medellin, Colombia",Aerovanguardia,,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3,3,0,"During descent in poor weather, the cargo plane struck a mountain  the airport."
10/16/2004,15:00,"Coron Island, Philippines",PacifiAir,,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,2,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport."
11/18/2004,13:02,"Caracas, Venezuela",Venezolana,213,El Vigia - Caracas,BAe 3101 Jetstream 31,YV-1083C,762,21,3,0,"The aircraft was arriving on runway 09 at Simon Bolivar Airport when it departed the right side of the runway and cashed into the airport fire house. Weather at the time of the accident was poor, with low ceiling and torrential rain."
11/21/2004,08:20,"Baotou, China",China Eastern Airlines,,Baotou - Shanghai,Bambardier CRJ200,B-3072,7697,53,53,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane."
11/30/2004,18:14,"Solo, Indonesia",Lion Air,583,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,154,26,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash."
12/07/2004,10:45," La Macarena, Colombia",SAVIARE S.A. - Air Taxi,,,Cessna TU206G,HK-2882,,6,6,0,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed.
12/11/2004,05:30,"Uberaba, Brazil",NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,2,1,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned."
01/13/2005,13:20,"Tura, Russia",Tura Air Enterprise,,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,9,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.
02/10/2005,20:30,"Lebec, USA",Action Air Express Inc. - Air Taxi,-,"Fresno, CA - Santa Monica, CA",Cessna P210N,N432AR,P21000098,2,2,0,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors."
03/08/2005,09:23,"Chrallave, Venezuela",Air Global,,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,2,0,The cargo plane crashed into a wooded area short of the runway and was destroyed.
03/16/2005,13:57,"Varandey, Russia",Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,28,0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver."
03/26/2005,10:15,"El Embrujo, Colombia",West Caribbean Airways,,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14,8,0,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.
04/12/2005,12:10,"Enarotali, Indonesia",GT Air,,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18,18,0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.
05/07/2005,11:45,"Lockhart River, Australia",Aero-Tropics,,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15,15,0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach."
08/02/2005,16:04,"Toronto, Canada",Air France,358,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309,0,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down."
08/06/2005,15:40,"Palermo, Italy",Tuninter,1153,"Bari, Italy - Djerba, Tunisia",ATR-72-202,TS-LBB,258,39,16,0,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar."
08/16/2005,03:30," La Cucharita, Venezuela",West Caribbean Airways,,"Panama City - Fort de France, Martinique",McDonnell Douglas MD-82,HK-4374X,49484/1315,160,160,0,"While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground."
09/05/2005,09:40,"Medan, Indonesia",Mandala Airlines,91,Medan - Jakarta,Boeing 737-230,PK-RIM,22136/738,117,99,44,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway."
09/15/2005,14:55,"Alto da Boa Vista, Brazil",Viaçao Cometa,,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,2,2,0,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off."
09/16/2005,09:00,"San Juan de Manapiare, Venezuela",Wayumi Air Taxi,,San Juan de Manapiare - Puetro Ayacucho,Cessna 207 Skywagon,YV-412C,207-0508,4,4,0,"Crashed into Mount Morrocoy, 5 miles from the airport shortly after taking off. Wreckage found two days later."
10/06/2005,05:40,"Winnipeg, Canada",Morningstar Air Express,8060,"Winnipeg - Thunder Bay, Ontario",Cessna 208B,C-FEXS,208B-0542,1,1,0,"Soon after taking off the plane encountered icing conditions and the pilot tried to return to the airport but did not make it crashing into a Canadian National main railway track. In-flight icing conditions in which the aircraft's performance deteriorated until the aircraft was unable to maintain altitude. Also, the aircraft was overloaded by 288 pounds for normal weather conditions, 488 if there was icing."
11/19/2005,22:30,"Stupino, Russia",Ivolga Avia,,Voronezh - Moscow-Domodedovo,Cessna 208B Grand Caravan I,4P-OIN,208B-1052,8,8,0,"While descending for a landing at Domodedovo Airport in a snowstorm, the aircraft crashed into a forest 6 miles northeast of Stupino. Icing conditions were reported at the time of the accident."
12/19/2005,14:40," Miami Beach, USA",Chalk's Ocean Airways,101,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,N2969,J-27,20,20,0,"The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a by support beam hadn't been repaired. The carrier had no record of patching the crack."
01/21/2006,16:47," Port Alberni, Canada",SoniBlue Airways,604,Tofino - Vancouver,Cessna 208B Grand Caravan,C-GRXZ,208B0469,8,3,0,"The pilot issued a mayday after experiencing engine trouble while en route and asked to divert to Port Alberni Airport on Vancouver Island but crashed into mountainous wooded area, 6 miles from the airport runway."
03/31/2006,17:35,"Rio Bonito, Brazil",Team Air,6865,Macaé - Rio de Janeiro,Let L410UVP-E20,PT-FSE,912532,19,19,0,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned."
04/23/2006,20:50," Tersky, Russia",Yug Avia,,,,RF-30451,,5,4,0,"Shortly after takeoff, the pilot made sharp manuvers and lost the control of the plane and crashed 1 km from the airport. According to Russian authorities,  the flight was unauthorized and illegal."
05/03/2006,02:15,"Off Sochi, Russia",Armavia,967,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113,113,0,The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The pilots of the Airbus-320  allowed the plane to descend too low as it faced bad weather on its approach to the airport.
06/21/2006,11:30,"Jumla, Nepal",Yeti Airlines,,Surkhet - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-AEQ,708,9,9,0,The plane crashed into a mountain on the east side of the airport after the pilot executed a go-around. The accident happened 1 kilometer from the airport.
07/02/2006,11:00,"Hamburg, Germany",Himmelsschreiber,,Sightseeing,de Havilland DHC-2 Beaver,D-FVIP,1512,6,5,1,The single-engine sightseeing seaplane came down in a rail yard and burst into flames. The pilot tried to make an emergency landing after the engine failed. A passenger and the pilot survived with serious burns.
07/09/2006,07:44,"Irkutsk, Russia",Sibir (S7),778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,128,0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time."
11/18/2006,21:00," Leticia, Colombia",Aerosucre Colombia,,Bogota - Leticia,Boeing 727-23F,HK-3667X,19430/366,5,5,0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident.
08/13/2006,20:15," Piacenza, Italy",Air Algerie,2208,"Algiers, Algeria - Frankfurt, Germany",Lockheed L-100-30 Hercules,7T-VHG,4880,3,3,0,The cargo plane crashed while en route in the vicinity of thunderstorms.
09/29/2006,15:59," Sao Felix do Araguaia , Brazil",Gol Airlines / Private,1907,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161,154,0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members were not injured. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air trafficontrol to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off."
10/19/2006,07:30,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,,Training/Aranchi,Antonov An-2,UK-70152,1G137-26,15,15,0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport."
12/10/2006,02:00,"Cajon Pass, USA",Air ambulance - Mercy Air Services,,Loma Linda - Victorville,Bell 412,N410MA,33125,3,3,0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain."
12/14/2006,18:32," Port Heiden, USA",PenAir,,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,N8361Q,32-8106055,2,2,0,"The charter crashed in hilly terrain about 18 northeast of Port Heiden. The weather at the time of the crash was mostly cloudy with winds gusting to 29 mph and 6 miles visibility. The pilot's failure to maintain control of the airplane during cruise flight, which resulted in an uncontrolled descent, and an in-flight collision with snow-covered terrain. Contributing to the accident were the pilot's spatial disorientation, and dark night conditions."
01/01/2007,14:07,"Off Parepare, Indonesia",Adam Air,574,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,24070,102,102,0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down."
01/10/2007,23:15,"Zapotlanejo, Mexico",Ameristar Jet Charter,,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,2,2,0,"The cargo plane crashed and burst into flames in a rural hilly area about 15 miles from Miguel Hidalgo Airport, Guadalajara, Mexico."
01/12/2007,11:00,"Van Nuys, USA",SunQuest Executive Air Charter,,Van Nuys - Long Beach,Cessna Citation 525,N77215,525-0149,2,2,0,"The business jet crashed about a half-mile north of a runway while attempting to take off for a positioning flight to Long Beach. The plane had an emergency on board and was trying to return to the airport. Both the pilot and copilot were killed. The pilot's failure to maintain an adequate airspeed during the initial climb resulting in an inadvertent stall/spin. Contributing to the accident were the second pilots inadequate preflight, failure to properly secure the front baggage door, and the front left baggage door opening in flight, which likely distracted the first pilot."
01/25/2007,11:15,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG ,11362,54,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field."
03/14/2007,18:45,"Fazenda Nossa Senhora de Lourdes, Brazil",,,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,,4,4,0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field."
03/17/2007,11:40,"Samara, Russia",UTAir Airlines,471,Surgut - Samara,Tupelov 134AK,RA-65021,48390,57,6,0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The controllers' failure to warn the crew of worsening weather and the crew's erroneous decision to land despite poor visibility."
06/04/2007,16:04," Milwaukee, USA",University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,550-0246,6,6,0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident."
07/05/2007,9:30,"Culiacan, Mexico",Jett Paqueteria SA,,,North American CT-39A Sabreline,XA-TFL,265-48,3,3,6,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building."
07/08/2007,13:00,"Muncho Lake, Canada",Liard Air,,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,C-FAWC,108,5,1,0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.
07/17/2007,18:52,"Sao Paulo, Brazil",TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187,187,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames. One hundred seventy passengers and a crew of six were aboard."
07/29/2007,04:22,"Moscow, Russia",Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9,9,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area."
08/16/2007,23:16," Ketchikan, USA",SeaWind Aviation,,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,10,6,0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground."
08/22/2007,00:36," Curitiba, Brazil",Two Taxi Aero,,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2,2,0,Crashed shortly after taking off from Curitiba
01/04/2008,09:48,"Los Roques, Venezuela",Transaven,,Los Rogues - Carac,Let 410 UVP-E3,YV2081,872051,18,18,0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.
01/17/2008,12:43,"London, England",British Airways,,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence."
01/26/2008,09:35," Malinau, Indonesia",Dirgantara Air Service,,Tarakan - Long Apung,CASA NC-212-200,PK-VSE ,92N/412,3,3,0,The cargo plane crashed while en route.
02/21/2008,17:00,"Merida, Venezuela",Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,28,46,46,0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida."
